embedUrl,videoId,title,Q1_Cat_tag,Q1_Kathy_tag,Q1_Niu_tag,Q1_same,Q1_two_same,Q2_1_Cat_tag,Q2_1_Kathy_tag,Q2_1_Niu_tag,Q2_1_same,Q2_1_two_same,Q2_2_Cat_tag,Q2_2_Kathy_tag,Q2_2_Niu_tag,Q2_2_same,Q2_2_two_same,Q3_1_Cat_tag,Q3_1_Kathy_tag,Q3_1_Niu_tag,Q3_1_same,Q3_1_two_same,Q3_2_Cat_tag,Q3_2_Kathy_tag,Q3_2_Niu_tag,Q3_2_same,Q3_2_two_same
https://www.youtube.com/embed/PJg3LIbtQ7Q,:PJg3LIbtQ7Q,TeamTrees,none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",hashtag,hashtag,hashtag,all same,"CatandNiu : hashtag, CatandKathy : hashtag, KathyandNiu : hashtag",gameplay,gameplay,gameplay,all same,"CatandNiu : gameplay, CatandKathy : gameplay, KathyandNiu : gameplay",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply"
https://www.youtube.com/embed/YwqcsYLCGyI,:YwqcsYLCGyI,Las Cuatro Estaciones de Vivaldi: ¿A qué suena un granjero borracho? |  (#TeamTrees),video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included"
https://www.youtube.com/embed/WP00kVLoy7A,:WP00kVLoy7A,Team Trees,none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",dedicated,dedicated,dedicated,all same,"CatandNiu : dedicated, CatandKathy : dedicated, KathyandNiu : dedicated",creation,creation,creation,all same,"CatandNiu : creation, CatandKathy : creation, KathyandNiu : creation",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply"
https://www.youtube.com/embed/cNl4960ZOjU,:cNl4960ZOjU,Arduino #TeamTrees Live Counter,none_apply,other_issues,none_apply,two same,CatandNiu : none_apply,dedicated,dedicated,dedicated,all same,"CatandNiu : dedicated, CatandKathy : dedicated, KathyandNiu : dedicated",creation,creation,creation,all same,"CatandNiu : creation, CatandKathy : creation, KathyandNiu : creation","donation,more_trees,environment_actions",environment_actions,"support_channel,more_trees,environment_actions",two same,"CatandNiu : more_trees,environment_actions, CatandKathy : environment_actions, KathyandNiu : environment_actions",celebrity_effect,"celebrity_effect,community_effect","celebrity_effect,community_effect",two same,"CatandNiu : celebrity_effect, CatandKathy : celebrity_effect, KathyandNiu : celebrity_effect,community_effect"
https://www.youtube.com/embed/HhlX9XjZ2dM,:HhlX9XjZ2dM,WHO CAN MAKE THE MOST MONEY IN 24 HOURS (#teamtrees CHALLENGE),none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",embedded,dedicated,dedicated,two same,KathyandNiu : dedicated,donation,donation,donation,all same,"CatandNiu : donation, CatandKathy : donation, KathyandNiu : donation",none_apply,"donation,support_channel","donation,support_channel",two same,"KathyandNiu : donation,support_channel",none_apply,"celebrity_effect,community_effect",none_apply,two same,CatandNiu : none_apply
https://www.youtube.com/embed/ps7mfV71fps,:ps7mfV71fps,Roblox Five Nights at Freddys Mr Beast #TEAMTREE Fundraiser awareness video!,none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",embedded,dedicated,dedicated,two same,KathyandNiu : dedicated,gameplay,gameplay,gameplay,all same,"CatandNiu : gameplay, CatandKathy : gameplay, KathyandNiu : gameplay",donation,none_apply,none_apply,two same,KathyandNiu : none_apply,none_apply,"celebrity_effect,community_effect",none_apply,two same,CatandNiu : none_apply
https://www.youtube.com/embed/yLKn0BjHm3c,:yLKn0BjHm3c,r/NoahGetTheBoat - CURSED TEAM TREES,none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",hashtag,hashtag,hashtag,all same,"CatandNiu : hashtag, CatandKathy : hashtag, KathyandNiu : hashtag",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply",none_apply,none_apply,none_apply,all same,"CatandNiu : none_apply, CatandKathy : none_apply, KathyandNiu : none_apply"
https://www.youtube.com/embed/tPqwtz3gz_I,:tPqwtz3gz_I,Mokey's Show - Painful Christmas,video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included"
https://www.youtube.com/embed/_yKFJm75qO0,:_yKFJm75qO0,Planting 20 MILLION TREES IN PRISON ARCHITECT SIMULATOR -  #TeamTrees + game exploit = Profit??,none_apply,climate_change,climate_change,two same,KathyandNiu : climate_change,embedded,dedicated,dedicated,two same,KathyandNiu : dedicated,gameplay,gameplay,gameplay,all same,"CatandNiu : gameplay, CatandKathy : gameplay, KathyandNiu : gameplay",support_channel,"promote_campaign,donation,support_channel,environment_actions","donation,support_channel",two same,"CatandNiu : support_channel, CatandKathy : support_channel, KathyandNiu : donation,support_channel","celebrity_effect,community_effect","celebrity_effect,community_effect",celebrity_effect,two same,"CatandNiu : celebrity_effect, CatandKathy : celebrity_effect,community_effect, KathyandNiu : celebrity_effect"
https://www.youtube.com/embed/B4tfjOfa63Q,:B4tfjOfa63Q,5 Pokemon Made *WORSE* in Pokemon Sword & Shield,video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included",video_not_included,video_not_included,video_not_included,all same,"CatandNiu : video_not_included, CatandKathy : video_not_included, KathyandNiu : video_not_included"
https://www.youtube.com/embed/GbetzV4l4CY,:GbetzV4l4CY,Trees #TeamTrees,deforestation,deforestation,deforestation,all same,"CatandNiu : deforestation, CatandKathy : deforestation, KathyandNiu : deforestation",dedicated,dedicated,dedicated,all same,"CatandNiu : dedicated, CatandKathy : dedicated, KathyandNiu : dedicated","spread_the_word,knowledge",spread_the_word,spread_the_word,two same,"CatandNiu : spread_the_word, CatandKathy : spread_the_word, KathyandNiu : spread_the_word","donation,more_trees",donation,"donation,more_trees",two same,"CatandNiu : donation,more_trees, CatandKathy : donation, KathyandNiu : donation","celebrity_effect,tree_benefits",tree_benefits,"celebrity_effect,tree_benefits",two same,"CatandNiu : celebrity_effect,tree_benefits, CatandKathy : tree_benefits, KathyandNiu : tree_benefits"
